fastq.gz,site.year.plot,plot,CanolaLine,year,site,site.short,Yield.kg.ha
NA,B.2015.102,102,NAM-79,2015,Beaverlodge,B,187.5
NA,B.2015.103,103,NAM-87,2015,Beaverlodge,B,1412.5
NA,B.2015.104,104,NAM-34,2015,Beaverlodge,B,166.6666667
NA,B.2015.105,105,NAM-43,2015,Beaverlodge,B,765.2777778
NA,B.2015.106,106,NAM-71,2015,Beaverlodge,B,802.7777778
NA,B.2015.107,107,NAM-12,2015,Beaverlodge,B,1715.277778
NA,B.2015.108,108,NAM-9,2015,Beaverlodge,B,930.5555556
NA,B.2015.109,109,NAM-78,2015,Beaverlodge,B,1798.611111
NA,B.2015.110,110,NAM-86,2015,Beaverlodge,B,209.7222222
NA,B.2015.111,111,NAM-36,2015,Beaverlodge,B,287.5
NA,B.2015.112,112,NAM-15,2015,Beaverlodge,B,2347.222222
NA,B.2015.113,113,NAM-23,2015,Beaverlodge,B,1925
NA,B.2015.114,114,NAM-85,2015,Beaverlodge,B,812.5
NA,B.2015.115,115,NAM-56,2015,Beaverlodge,B,1127.777778
NA,B.2015.116,116,NAM-45,2015,Beaverlodge,B,350
NA,B.2015.117,117,NAM-47,2015,Beaverlodge,B,551.3888889
NA,B.2015.118,118,NAM-83,2015,Beaverlodge,B,472.2222222
NA,B.2015.119,119,NAM-40,2015,Beaverlodge,B,1675
NA,B.2015.120,120,NAM-25,2015,Beaverlodge,B,1522.222222
NA,B.2015.121,121,NAM-17,2015,Beaverlodge,B,1343.055556
NA,B.2015.122,122,NAM-82,2015,Beaverlodge,B,991.6666667
NA,B.2015.123,123,NAM-75,2015,Beaverlodge,B,2502.777778
NA,B.2015.124,124,NAM-51,2015,Beaverlodge,B,1648.611111
NA,B.2015.125,125,NAM-0,2015,Beaverlodge,B,2316.666667
NA,B.2015.126,126,NAM-73,2015,Beaverlodge,B,2818.055556
NA,B.2015.127,127,NAM-88,2015,Beaverlodge,B,2379.166667
NA,B.2015.128,128,Q2,2015,Beaverlodge,B,2109.722222
NA,B.2015.129,129,NAM-50,2015,Beaverlodge,B,1001.388889
NA,B.2015.130,130,NAM-10,2015,Beaverlodge,B,2801.388889
NA,B.2015.201,201,NAM-76,2015,Beaverlodge,B,2093.055556
NA,B.2015.202,202,NAM-39,2015,Beaverlodge,B,1245.833333
NA,B.2015.203,203,NAM-28,2015,Beaverlodge,B,1954.166667
NA,B.2015.204,204,NAM-8,2015,Beaverlodge,B,1887.5
NA,B.2015.205,205,NAM-72,2015,Beaverlodge,B,1477.777778
NA,B.2015.206,206,NAM-38,2015,Beaverlodge,B,2302.777778
NA,B.2015.208,208,NAM-37,2015,Beaverlodge,B,1506.944444
NA,B.2015.209,209,NAM-31,2015,Beaverlodge,B,1915.277778
NA,B.2015.210,210,NAM-66,2015,Beaverlodge,B,379.1666667
NA,B.2015.211,211,NAM-48,2015,Beaverlodge,B,2261.111111
NA,B.2015.212,212,NAM-42,2015,Beaverlodge,B,2073.611111
NA,B.2015.213,213,NAM-49,2015,Beaverlodge,B,1716.666667
NA,B.2015.214,214,NAM-1,2015,Beaverlodge,B,1715.277778
NA,B.2015.215,215,NAM-30,2015,Beaverlodge,B,1930.555556
NA,B.2015.216,216,NAM-26,2015,Beaverlodge,B,1655.555556
NA,B.2015.217,217,NAM-46,2015,Beaverlodge,B,1225
NA,B.2015.218,218,NAM-14,2015,Beaverlodge,B,1763.888889
NA,B.2015.219,219,NAM-53,2015,Beaverlodge,B,1195.833333
NA,B.2015.220,220,NAM-65,2015,Beaverlodge,B,2208.333333
NA,B.2015.222,222,NAM-29,2015,Beaverlodge,B,602.7777778
NA,B.2015.223,223,NAM-57,2015,Beaverlodge,B,NA
NA,B.2015.224,224,NAM-5,2015,Beaverlodge,B,1384.722222
NA,B.2015.225,225,NAM-4,2015,Beaverlodge,B,2251.388889
NA,B.2015.227,227,NAM-13,2015,Beaverlodge,B,2050
NA,B.2015.228,228,NAM-68,2015,Beaverlodge,B,2069.444444
NA,B.2015.229,229,NAM-32,2015,Beaverlodge,B,1279.166667
NA,B.2015.230,230,NAM-33,2015,Beaverlodge,B,1304.166667
NA,B.2015.301,301,NAM-17,2015,Beaverlodge,B,1236.111111
NA,B.2015.302,302,NAM-87,2015,Beaverlodge,B,1783.333333
NA,B.2015.303,303,NAM-85,2015,Beaverlodge,B,1840.277778
NA,B.2015.304,304,NAM-65,2015,Beaverlodge,B,1436.111111
NA,B.2015.305,305,NAM-28,2015,Beaverlodge,B,1415.277778
NA,B.2015.306,306,NAM-29,2015,Beaverlodge,B,509.7222222
NA,B.2015.307,307,NAM-51,2015,Beaverlodge,B,1190.277778
NA,B.2015.308,308,NAM-34,2015,Beaverlodge,B,100
NA,B.2015.311,311,NAM-40,2015,Beaverlodge,B,1625
NA,B.2015.312,312,NAM-82,2015,Beaverlodge,B,856.9444444
NA,B.2015.313,313,NAM-66,2015,Beaverlodge,B,379.1666667
NA,B.2015.314,314,NAM-4,2015,Beaverlodge,B,1665.277778
NA,B.2015.315,315,NAM-46,2015,Beaverlodge,B,941.6666667
NA,B.2015.316,316,NAM-33,2015,Beaverlodge,B,888.8888889
NA,B.2015.317,317,Q2,2015,Beaverlodge,B,1347.222222
NA,B.2015.319,319,NAM-15,2015,Beaverlodge,B,2175
NA,B.2015.320,320,NAM-42,2015,Beaverlodge,B,1837.5
NA,B.2015.321,321,NAM-76,2015,Beaverlodge,B,1880.555556
NA,B.2015.322,322,NAM-49,2015,Beaverlodge,B,1811.111111
NA,B.2015.323,323,NAM-9,2015,Beaverlodge,B,751.3888889
NA,B.2015.324,324,NAM-68,2015,Beaverlodge,B,1933.333333
NA,B.2015.325,325,NAM-48,2015,Beaverlodge,B,2198.611111
NA,B.2015.326,326,NAM-32,2015,Beaverlodge,B,1252.777778
NA,B.2015.327,327,NAM-43,2015,Beaverlodge,B,936.1111111
NA,B.2015.328,328,NAM-8,2015,Beaverlodge,B,1609.722222
NA,B.2015.329,329,NAM-75,2015,Beaverlodge,B,2580.555556
NA,B.2015.330,330,NAM-78,2015,Beaverlodge,B,1695.833333
NA,B.2015.401,401,NAM-79,2015,Beaverlodge,B,340.2777778
NA,B.2015.402,402,NAM-37,2015,Beaverlodge,B,858.3333333
NA,B.2015.403,403,NAM-47,2015,Beaverlodge,B,629.1666667
NA,B.2015.404,404,NAM-36,2015,Beaverlodge,B,348.6111111
NA,B.2015.405,405,NAM-12,2015,Beaverlodge,B,1400
NA,B.2015.406,406,NAM-0,2015,Beaverlodge,B,1181.944444
NA,B.2015.408,408,NAM-30,2015,Beaverlodge,B,1827.777778
NA,B.2015.409,409,NAM-50,2015,Beaverlodge,B,969.4444444
NA,B.2015.410,410,NAM-14,2015,Beaverlodge,B,1083.333333
NA,B.2015.411,411,NAM-38,2015,Beaverlodge,B,1590.277778
NA,B.2015.412,412,NAM-53,2015,Beaverlodge,B,648.6111111
NA,B.2015.413,413,NAM-86,2015,Beaverlodge,B,231.9444444
NA,B.2015.414,414,NAM-71,2015,Beaverlodge,B,791.6666667
NA,B.2015.415,415,NAM-88,2015,Beaverlodge,B,906.9444444
NA,B.2015.416,416,NAM-56,2015,Beaverlodge,B,852.7777778
NA,B.2015.417,417,NAM-72,2015,Beaverlodge,B,691.6666667
NA,B.2015.418,418,NAM-73,2015,Beaverlodge,B,1337.5
NA,B.2015.419,419,NAM-26,2015,Beaverlodge,B,755.5555556
NA,B.2015.420,420,NAM-83,2015,Beaverlodge,B,186.1111111
NA,B.2015.421,421,NAM-39,2015,Beaverlodge,B,586.1111111
NA,B.2015.422,422,NAM-31,2015,Beaverlodge,B,980.5555556
NA,B.2015.423,423,NAM-10,2015,Beaverlodge,B,1554.166667
NA,B.2015.424,424,NAM-13,2015,Beaverlodge,B,1134.722222
NA,B.2015.425,425,NAM-57,2015,Beaverlodge,B,929.1666667
NA,B.2015.426,426,NAM-1,2015,Beaverlodge,B,1013.888889
NA,B.2015.427,427,NAM-5,2015,Beaverlodge,B,902.7777778
NA,B.2015.428,428,NAM-23,2015,Beaverlodge,B,1518.055556
NA,B.2015.429,429,NAM-25,2015,Beaverlodge,B,1343.055556
NA,B.2015.430,430,NAM-45,2015,Beaverlodge,B,231.9444444
NA,B.2017.NA,NA,NAM-48,2017,Beaverlodge,B,1005.464481
NA,B.2017.NA,NA,NAM-48,2017,Beaverlodge,B,2120.218579
NA,B.2017.NA,NA,NAM-49,2017,Beaverlodge,B,3273.224044
NA,B.2017.NA,NA,NAM-49,2017,Beaverlodge,B,2016.393443
NA,B.2017.NA,NA,NAM-50,2017,Beaverlodge,B,142.0765027
NA,B.2017.NA,NA,NAM-50,2017,Beaverlodge,B,NA
NA,B.2017.NA,NA,NAM-9,2017,Beaverlodge,B,519.1256831
NA,B.2017.NA,NA,NAM-9,2017,Beaverlodge,B,1136.612022
NA,B.2017.NA,NA,NAM-0,2017,Beaverlodge,B,2519.125683
NA,B.2017.NA,NA,NAM-0,2017,Beaverlodge,B,1639.344262
NA,B.2017.NA,NA,NAM-1,2017,Beaverlodge,B,2224.043716
NA,B.2017.NA,NA,NAM-1,2017,Beaverlodge,B,1612.021858
NA,B.2017.NA,NA,NAM-10,2017,Beaverlodge,B,1508.196721
NA,B.2017.NA,NA,NAM-10,2017,Beaverlodge,B,2125.68306
NA,B.2017.NA,NA,NAM-12,2017,Beaverlodge,B,1819.672131
NA,B.2017.NA,NA,NAM-12,2017,Beaverlodge,B,1442.622951
NA,B.2017.NA,NA,NAM-13,2017,Beaverlodge,B,2355.191257
NA,B.2017.NA,NA,NAM-13,2017,Beaverlodge,B,1896.174863
NA,B.2017.NA,NA,NAM-14,2017,Beaverlodge,B,1836.065574
NA,B.2017.NA,NA,NAM-14,2017,Beaverlodge,B,2065.57377
NA,B.2017.NA,NA,NAM-15,2017,Beaverlodge,B,3224.043716
NA,B.2017.NA,NA,NAM-15,2017,Beaverlodge,B,2918.032787
NA,B.2017.NA,NA,NAM-17,2017,Beaverlodge,B,1371.584699
NA,B.2017.NA,NA,NAM-17,2017,Beaverlodge,B,1994.535519
NA,B.2017.NA,NA,NAM-23,2017,Beaverlodge,B,1825.136612
NA,B.2017.NA,NA,NAM-23,2017,Beaverlodge,B,1245.901639
NA,B.2017.NA,NA,NAM-25,2017,Beaverlodge,B,2819.672131
NA,B.2017.NA,NA,NAM-25,2017,Beaverlodge,B,2584.699454
NA,B.2017.NA,NA,NAM-26,2017,Beaverlodge,B,2967.213115
NA,B.2017.NA,NA,NAM-26,2017,Beaverlodge,B,1814.20765
NA,B.2017.NA,NA,NAM-28,2017,Beaverlodge,B,2016.393443
NA,B.2017.NA,NA,NAM-28,2017,Beaverlodge,B,1797.814208
NA,B.2017.NA,NA,NAM-29,2017,Beaverlodge,B,1273.224044
NA,B.2017.NA,NA,NAM-29,2017,Beaverlodge,B,469.9453552
NA,B.2017.NA,NA,NAM-30,2017,Beaverlodge,B,1972.677596
NA,B.2017.NA,NA,NAM-30,2017,Beaverlodge,B,1852.459016
NA,B.2017.NA,NA,NAM-31,2017,Beaverlodge,B,1497.26776
NA,B.2017.NA,NA,NAM-31,2017,Beaverlodge,B,704.9180328
NA,B.2017.NA,NA,NAM-32,2017,Beaverlodge,B,2081.967213
NA,B.2017.NA,NA,NAM-32,2017,Beaverlodge,B,1114.754098
NA,B.2017.NA,NA,NAM-33,2017,Beaverlodge,B,1497.26776
NA,B.2017.NA,NA,NAM-33,2017,Beaverlodge,B,2475.409836
NA,B.2017.NA,NA,NAM-34,2017,Beaverlodge,B,1546.448087
NA,B.2017.NA,NA,NAM-34,2017,Beaverlodge,B,491.8032787
NA,B.2017.NA,NA,NAM-36,2017,Beaverlodge,B,1142.076503
NA,B.2017.NA,NA,NAM-36,2017,Beaverlodge,B,907.1038251
NA,B.2017.NA,NA,NAM-37,2017,Beaverlodge,B,1087.431694
NA,B.2017.NA,NA,NAM-37,2017,Beaverlodge,B,1076.502732
NA,B.2017.NA,NA,NAM-38,2017,Beaverlodge,B,978.1420765
NA,B.2017.NA,NA,NAM-38,2017,Beaverlodge,B,1158.469945
NA,B.2017.NA,NA,NAM-39,2017,Beaverlodge,B,846.9945355
NA,B.2017.NA,NA,NAM-39,2017,Beaverlodge,B,1480.874317
NA,B.2017.NA,NA,NAM-4,2017,Beaverlodge,B,2300.546448
NA,B.2017.NA,NA,NAM-4,2017,Beaverlodge,B,1344.262295
NA,B.2017.NA,NA,NAM-40,2017,Beaverlodge,B,1404.371585
NA,B.2017.NA,NA,NAM-40,2017,Beaverlodge,B,1377.04918
NA,B.2017.NA,NA,NAM-42,2017,Beaverlodge,B,1524.590164
NA,B.2017.NA,NA,NAM-42,2017,Beaverlodge,B,420.7650273
NA,B.2017.NA,NA,NAM-43,2017,Beaverlodge,B,1234.972678
NA,B.2017.NA,NA,NAM-43,2017,Beaverlodge,B,1142.076503
NA,B.2017.NA,NA,NAM-45,2017,Beaverlodge,B,1196.721311
NA,B.2017.NA,NA,NAM-45,2017,Beaverlodge,B,NA
NA,B.2017.NA,NA,NAM-46,2017,Beaverlodge,B,1060.10929
NA,B.2017.NA,NA,NAM-46,2017,Beaverlodge,B,1595.628415
NA,B.2017.NA,NA,NAM-47,2017,Beaverlodge,B,546.4480874
NA,B.2017.NA,NA,NAM-47,2017,Beaverlodge,B,508.1967213
NA,B.2017.NA,NA,NAM-5,2017,Beaverlodge,B,2065.57377
NA,B.2017.NA,NA,NAM-5,2017,Beaverlodge,B,1568.306011
NA,B.2017.NA,NA,NAM-51,2017,Beaverlodge,B,2606.557377
NA,B.2017.NA,NA,NAM-51,2017,Beaverlodge,B,890.7103825
NA,B.2017.NA,NA,NAM-53,2017,Beaverlodge,B,NA
NA,B.2017.NA,NA,NAM-53,2017,Beaverlodge,B,1393.442623
NA,B.2017.NA,NA,NAM-56,2017,Beaverlodge,B,754.0983607
NA,B.2017.NA,NA,NAM-56,2017,Beaverlodge,B,1612.021858
NA,B.2017.NA,NA,NAM-57,2017,Beaverlodge,B,1366.120219
NA,B.2017.NA,NA,NAM-57,2017,Beaverlodge,B,1136.612022
NA,B.2017.NA,NA,NAM-65,2017,Beaverlodge,B,3125.68306
NA,B.2017.NA,NA,NAM-65,2017,Beaverlodge,B,1628.415301
NA,B.2017.NA,NA,NAM-66,2017,Beaverlodge,B,956.284153
NA,B.2017.NA,NA,NAM-66,2017,Beaverlodge,B,644.8087432
NA,B.2017.NA,NA,NAM-68,2017,Beaverlodge,B,1967.213115
NA,B.2017.NA,NA,NAM-68,2017,Beaverlodge,B,1207.650273
NA,B.2017.NA,NA,NAM-71,2017,Beaverlodge,B,1005.464481
NA,B.2017.NA,NA,NAM-71,2017,Beaverlodge,B,1442.622951
NA,B.2017.NA,NA,NAM-72,2017,Beaverlodge,B,3721.311475
NA,B.2017.NA,NA,NAM-72,2017,Beaverlodge,B,1579.234973
NA,B.2017.NA,NA,NAM-73,2017,Beaverlodge,B,1874.31694
NA,B.2017.NA,NA,NAM-73,2017,Beaverlodge,B,1387.978142
NA,B.2017.NA,NA,NAM-75,2017,Beaverlodge,B,2240.437158
NA,B.2017.NA,NA,NAM-75,2017,Beaverlodge,B,2322.404372
NA,B.2017.NA,NA,NAM-76,2017,Beaverlodge,B,1234.972678
NA,B.2017.NA,NA,NAM-76,2017,Beaverlodge,B,1912.568306
NA,B.2017.NA,NA,NAM-78,2017,Beaverlodge,B,1841.530055
NA,B.2017.NA,NA,NAM-78,2017,Beaverlodge,B,934.4262295
NA,B.2017.NA,NA,NAM-79,2017,Beaverlodge,B,2207.650273
NA,B.2017.NA,NA,NAM-79,2017,Beaverlodge,B,2819.672131
NA,B.2017.NA,NA,NAM-8,2017,Beaverlodge,B,1546.448087
NA,B.2017.NA,NA,NAM-8,2017,Beaverlodge,B,868.852459
NA,B.2017.NA,NA,NAM-82,2017,Beaverlodge,B,934.4262295
NA,B.2017.NA,NA,NAM-82,2017,Beaverlodge,B,1060.10929
NA,B.2017.NA,NA,NAM-83,2017,Beaverlodge,B,770.4918033
NA,B.2017.NA,NA,NAM-83,2017,Beaverlodge,B,1142.076503
NA,B.2017.NA,NA,NAM-85,2017,Beaverlodge,B,1972.677596
NA,B.2017.NA,NA,NAM-85,2017,Beaverlodge,B,786.8852459
NA,B.2017.NA,NA,NAM-86,2017,Beaverlodge,B,1710.382514
NA,B.2017.NA,NA,NAM-86,2017,Beaverlodge,B,1071.038251
NA,B.2017.NA,NA,NAM-87,2017,Beaverlodge,B,1961.748634
NA,B.2017.NA,NA,NAM-87,2017,Beaverlodge,B,NA
NA,B.2017.NA,NA,NAM-88,2017,Beaverlodge,B,2213.114754
NA,B.2017.NA,NA,NAM-88,2017,Beaverlodge,B,1934.42623
NA,B.2017.NA,NA,Q2,2017,Beaverlodge,B,1710.382514
NA,B.2017.NA,NA,Q2,2017,Beaverlodge,B,1513.661202
NA,L.2014.1,1,NAM-10,2014,Llewellyn,L,3414.065141
NA,L.2014.100,100,NAM-26,2014,Llewellyn,L,3678.900781
NA,L.2014.101,101,NAM-8,2014,Llewellyn,L,2452.959377
NA,L.2014.102,102,NAM-39,2014,Llewellyn,L,3483.234612
NA,L.2014.103,103,NAM-51,2014,Llewellyn,L,2755.205743
NA,L.2014.105,105,NAM-88,2014,Llewellyn,L,3413.257715
NA,L.2014.106,106,NAM-25,2014,Llewellyn,L,1614.582324
NA,L.2014.107,107,CHECK,2014,Llewellyn,L,4121.370083
NA,L.2014.108,108,NAM-47,2014,Llewellyn,L,2983.976367
NA,L.2014.109,109,NAM-49,2014,Llewellyn,L,2698.685942
NA,L.2014.11,11,NAM-46,2014,Llewellyn,L,3010.083133
NA,L.2014.110,110,NAM-36,2014,Llewellyn,L,1480.28051
NA,L.2014.111,111,NAM-85,2014,Llewellyn,L,3916.283947
NA,L.2014.112,112,NAM-15,2014,Llewellyn,L,3870.529822
NA,L.2014.113,113,NAM-28,2014,Llewellyn,L,3211.670424
NA,L.2014.114,114,NAM-45,2014,Llewellyn,L,2433.850301
NA,L.2014.115,115,NAM-23,2014,Llewellyn,L,2909.424058
NA,L.2014.116,116,NAM-65,2014,Llewellyn,L,3084.097158
NA,L.2014.117,117,NAM-56,2014,Llewellyn,L,3033.498479
NA,L.2014.118,118,NAM-42,2014,Llewellyn,L,2820.876369
NA,L.2014.119,119,NAM-37,2014,Llewellyn,L,4023.402427
NA,L.2014.12,12,NAM-37,2014,Llewellyn,L,3513.647648
NA,L.2014.120,120,NAM-25,2014,Llewellyn,L,1888.030506
NA,L.2014.121,121,NAM-51,2014,Llewellyn,L,3456.320421
NA,L.2014.122,122,NAM-13,2014,Llewellyn,L,3453.35986
NA,L.2014.123,123,NAM-12,2014,Llewellyn,L,4123.523218
NA,L.2014.125,125,NAM-32,2014,Llewellyn,L,2274.249148
NA,L.2014.126,126,NAM-47,2014,Llewellyn,L,3415.679992
NA,L.2014.127,127,NAM-66,2014,Llewellyn,L,4335.876186
NA,L.2014.128,128,NAM-5,2014,Llewellyn,L,2292.012514
NA,L.2014.13,13,NAM-42,2014,Llewellyn,L,3265.229664
NA,L.2014.130,130,NAM-34,2014,Llewellyn,L,1376.930017
NA,L.2014.131,131,NAM-39,2014,Llewellyn,L,3221.897817
NA,L.2014.132,132,NAM-33,2014,Llewellyn,L,3314.482634
NA,L.2014.133,133,NAM-75,2014,Llewellyn,L,3940.775861
NA,L.2014.134,134,NAM-0,2014,Llewellyn,L,2606.101124
NA,L.2014.135,135,NAM-38,2014,Llewellyn,L,3477.851774
NA,L.2014.136,136,NAM-8,2014,Llewellyn,L,3463.587253
NA,L.2014.137,137,NAM-53,2014,Llewellyn,L,3037.804749
NA,L.2014.138,138,CHECK,2014,Llewellyn,L,3663.828834
NA,L.2014.139,139,NAM-31,2014,Llewellyn,L,3550.250948
NA,L.2014.14,14,NAM-85,2014,Llewellyn,L,2920.458876
NA,L.2014.140,140,NAM-83,2014,Llewellyn,L,2042.787104
NA,L.2014.141,141,NAM-15,2014,Llewellyn,L,4151.513977
NA,L.2014.142,142,NAM-29,2014,Llewellyn,L,1037.542067
NA,L.2014.143,143,NAM-26,2014,Llewellyn,L,4401.546812
NA,L.2014.144,144,NAM-82,2014,Llewellyn,L,2248.949808
NA,L.2014.145,145,NAM-4,2014,Llewellyn,L,2748.208053
NA,L.2014.146,146,NAM-10,2014,Llewellyn,L,4602.057536
NA,L.2014.147,147,NAM-86,2014,Llewellyn,L,2992.588908
NA,L.2014.148,148,NAM-28,2014,Llewellyn,L,2697.340232
NA,L.2014.149,149,NAM-85,2014,Llewellyn,L,4031.207543
NA,L.2014.15,15,NAM-47,2014,Llewellyn,L,3910.631967
NA,L.2014.150,150,NAM-46,2014,Llewellyn,L,3179.642536
NA,L.2014.151,151,NAM-71,2014,Llewellyn,L,3489.694018
NA,L.2014.152,152,NAM-17,2014,Llewellyn,L,3836.079657
NA,L.2014.153,153,NAM-57,2014,Llewellyn,L,3969.304903
NA,L.2014.154,154,NAM-49,2014,Llewellyn,L,2622.787923
NA,L.2014.155,155,NAM-87,2014,Llewellyn,L,4086.650777
NA,L.2014.156,156,NAM-68,2014,Llewellyn,L,3040.227027
NA,L.2014.157,157,NAM-79,2014,Llewellyn,L,1244.512196
NA,L.2014.159,159,NAM-43,2014,Llewellyn,L,3267.921083
NA,L.2014.16,16,NAM-4,2014,Llewellyn,L,2286.360534
NA,L.2014.160,160,NAM-1,2014,Llewellyn,L,1780.373741
NA,L.2014.161,161,NAM-88,2014,Llewellyn,L,2145.061031
NA,L.2014.163,163,NAM-76,2014,Llewellyn,L,3935.662164
NA,L.2014.164,164,NAM-45,2014,Llewellyn,L,2780.774224
NA,L.2014.165,165,CHECK,2014,Llewellyn,L,4028.785266
NA,L.2014.166,166,NAM-36,2014,Llewellyn,L,1659.798165
NA,L.2014.167,167,NAM-30,2014,Llewellyn,L,2871.205906
NA,L.2014.168,168,NAM-14,2014,Llewellyn,L,4567.607371
NA,L.2014.169,169,NAM-0,2014,Llewellyn,L,2484.179838
NA,L.2014.17,17,NAM-30,2014,Llewellyn,L,2486.063832
NA,L.2014.170,170,NAM-46,2014,Llewellyn,L,3754.529658
NA,L.2014.171,171,NAM-28,2014,Llewellyn,L,3164.301448
NA,L.2014.172,172,NAM-51,2014,Llewellyn,L,3577.703423
NA,L.2014.173,173,CHECK,2014,Llewellyn,L,3706.353256
NA,L.2014.174,174,NAM-76,2014,Llewellyn,L,3600.849627
NA,L.2014.175,175,NAM-15,2014,Llewellyn,L,4293.082622
NA,L.2014.176,176,NAM-53,2014,Llewellyn,L,2831.372904
NA,L.2014.177,177,NAM-66,2014,Llewellyn,L,4923.951262
NA,L.2014.178,178,NAM-82,2014,Llewellyn,L,1814.285622
NA,L.2014.179,179,NAM-39,2014,Llewellyn,L,3981.416289
NA,L.2014.18,18,NAM-45,2014,Llewellyn,L,2363.604262
NA,L.2014.180,180,NAM-71,2014,Llewellyn,L,3143.846662
NA,L.2014.181,181,NAM-13,2014,Llewellyn,L,2863.400791
NA,L.2014.182,182,NAM-25,2014,Llewellyn,L,1794.638263
NA,L.2014.183,183,NAM-43,2014,Llewellyn,L,2133.75707
NA,L.2014.184,184,NAM-1,2014,Llewellyn,L,1481.357078
NA,L.2014.185,185,NAM-34,2014,Llewellyn,L,2165.246674
NA,L.2014.186,186,NAM-47,2014,Llewellyn,L,3577.434281
NA,L.2014.188,188,NAM-36,2014,Llewellyn,L,1427.528696
NA,L.2014.189,189,NAM-38,2014,Llewellyn,L,3324.979168
NA,L.2014.190,190,CHECK,2014,Llewellyn,L,4340.182457
NA,L.2014.192,192,NAM-4,2014,Llewellyn,L,2290.397663
NA,L.2014.193,193,NAM-5,2014,Llewellyn,L,2074.814992
NA,L.2014.194,194,NAM-26,2014,Llewellyn,L,3946.696983
NA,L.2014.195,195,NAM-87,2014,Llewellyn,L,3776.868437
NA,L.2014.196,196,NAM-57,2014,Llewellyn,L,3673.517943
NA,L.2014.197,197,NAM-33,2014,Llewellyn,L,3230.241216
NA,L.2014.198,198,NAM-65,2014,Llewellyn,L,2960.561021
NA,L.2014.199,199,NAM-31,2014,Llewellyn,L,3474.622071
NA,L.2014.2,2,NAM-34,2014,Llewellyn,L,1934.592056
NA,L.2014.20,20,NAM-71,2014,Llewellyn,L,2666.11977
NA,L.2014.200,200,NAM-30,2014,Llewellyn,L,0
NA,L.2014.201,201,NAM-86,2014,Llewellyn,L,2415.548651
NA,L.2014.202,202,NAM-45,2014,Llewellyn,L,1539.222589
NA,L.2014.203,203,NAM-10,2014,Llewellyn,L,4824.907038
NA,L.2014.204,204,NAM-12,2014,Llewellyn,L,3439.095339
NA,L.2014.205,205,NAM-29,2014,Llewellyn,L,1153.542231
NA,L.2014.206,206,NAM-32,2014,Llewellyn,L,2482.295845
NA,L.2014.207,207,NAM-37,2014,Llewellyn,L,3398.993194
NA,L.2014.208,208,NAM-14,2014,Llewellyn,L,3967.690052
NA,L.2014.21,21,NAM-0,2014,Llewellyn,L,1995.148986
NA,L.2014.210,210,NAM-88,2014,Llewellyn,L,2158.787268
NA,L.2014.211,211,NAM-49,2014,Llewellyn,L,3146.26894
NA,L.2014.212,212,NAM-68,2014,Llewellyn,L,2848.867128
NA,L.2014.213,213,NAM-17,2014,Llewellyn,L,3668.942531
NA,L.2014.215,215,NAM-23,2014,Llewellyn,L,3134.426695
NA,L.2014.216,216,NAM-83,2014,Llewellyn,L,3521.991047
NA,L.2014.217,217,NAM-79,2014,Llewellyn,L,1004.16847
NA,L.2014.218,218,NAM-8,2014,Llewellyn,L,3813.471737
NA,L.2014.22,22,NAM-72,2014,Llewellyn,L,3954.77124
NA,L.2014.23,23,NAM-8,2014,Llewellyn,L,2784.811353
NA,L.2014.24,24,NAM-49,2014,Llewellyn,L,2422.546341
NA,L.2014.25,25,NAM-33,2014,Llewellyn,L,3322.287749
NA,L.2014.26,26,NAM-15,2014,Llewellyn,L,3921.128501
NA,L.2014.27,27,NAM-73,2014,Llewellyn,L,3183.141381
NA,L.2014.28,28,NAM-12,2014,Llewellyn,L,3582.278835
NA,L.2014.29,29,NAM-83,2014,Llewellyn,L,2860.709372
NA,L.2014.3,3,NAM-79,2014,Llewellyn,L,1283.537774
NA,L.2014.30,30,NAM-5,2014,Llewellyn,L,2221.766475
NA,L.2014.31,31,NAM-75,2014,Llewellyn,L,4190.00127
NA,L.2014.32,32,NAM-32,2014,Llewellyn,L,2813.878679
NA,L.2014.33,33,NAM-29,2014,Llewellyn,L,1219.751141
NA,L.2014.35,35,NAM-57,2014,Llewellyn,L,3578.77999
NA,L.2014.36,36,CHECK,2014,Llewellyn,L,4093.379324
NA,L.2014.37,37,NAM-82,2014,Llewellyn,L,1971.195356
NA,L.2014.38,38,NAM-17,2014,Llewellyn,L,3574.204578
NA,L.2014.39,39,NAM-66,2014,Llewellyn,L,3706.622398
NA,L.2014.4,4,NAM-39,2014,Llewellyn,L,2718.333301
NA,L.2014.40,40,NAM-28,2014,Llewellyn,L,2476.105581
NA,L.2014.41,41,NAM-38,2014,Llewellyn,L,3855.188733
NA,L.2014.42,42,NAM-1,2014,Llewellyn,L,1796.253114
NA,L.2014.43,43,CHECK,2014,Llewellyn,L,4763.273541
NA,L.2014.45,45,NAM-36,2014,Llewellyn,L,1783.603444
NA,L.2014.46,46,NAM-56,2014,Llewellyn,L,3568.552598
NA,L.2014.47,47,NAM-88,2014,Llewellyn,L,1459.287441
NA,L.2014.48,48,NAM-43,2014,Llewellyn,L,1710.935128
NA,L.2014.49,49,NAM-65,2014,Llewellyn,L,2909.962342
NA,L.2014.5,5,NAM-31,2014,Llewellyn,L,3232.125209
NA,L.2014.50,50,NAM-68,2014,Llewellyn,L,2620.096504
NA,L.2014.51,51,NAM-13,2014,Llewellyn,L,3341.396825
