fastq.gz,site.year.plot,plot,CanolaLine,year,site,site.short,Yield.kg.ha
NA,N.2017.117,117,Option-501,2017,Nursery,N,2972.403265
NA,N.2017.118,118,NAM-36,2017,Nursery,N,887.0917386
NA,N.2017.119,119,NAM-25,2017,Nursery,N,2734.750958
NA,N.2017.120,120,NAM-71,2017,Nursery,N,1196.066652
NA,N.2017.121,121,NAM-23,2017,Nursery,N,2487.947825
NA,N.2017.122,122,AC-Excel,2017,Nursery,N,2610.138253
NA,N.2017.123,123,NAM-30,2017,Nursery,N,2286.091392
NA,N.2017.124,124,NAM-31,2017,Nursery,N,2565.191554
NA,N.2017.125,125,NAM-32,2017,Nursery,N,2605.831982
NA,N.2017.126,126,NAM-15,2017,Nursery,N,2791.270759
NA,N.2017.127,127,NAM-48,2017,Nursery,N,3175.336266
NA,N.2017.128,128,NAM-10,2017,Nursery,N,3611.884446
NA,N.2017.129,129,NAM-1,2017,Nursery,N,3017.080822
NA,N.2017.130,130,NAM-88,2017,Nursery,N,2198.081987
NA,N.2017.131,131,NAM-29,2017,Nursery,N,961.3749061
NA,N.2017.132,132,NAM-9,2017,Nursery,N,2069.970437
NA,N.2017.133,133,NAM-4,2017,Nursery,N,2353.646012
NA,N.2017.134,134,NAM-38,2017,Nursery,N,2437.88743
NA,N.2017.135,135,NAM-33,2017,Nursery,N,2118.685123
NA,N.2017.136,136,NAM-68,2017,Nursery,N,1804.327371
NA,N.2017.137,137,NAM-12,2017,Nursery,N,2677.154589
NA,N.2017.138,138,NAM-5,2017,Nursery,N,1951.817139
NA,N.2017.139,139,NAM-72,2017,Nursery,N,3291.605571
NA,N.2017.140,140,NAM-75,2017,Nursery,N,3209.248147
NA,N.2017.141,141,NAM-49,2017,Nursery,N,2236.838422
NA,N.2017.142,142,NAM-83,2017,Nursery,N,1725.199649
NA,N.2017.143,143,NAM-53,2017,Nursery,N,2218.805914
NA,N.2017.144,144,NAM-47,2017,Nursery,N,3243.967453
NA,N.2017.145,145,NAM-45,2017,Nursery,N,1447.445197
NA,N.2017.146,146,NAM-8,2017,Nursery,N,2401.553272
NA,N.2017.147,147,NAM-86,2017,Nursery,N,2140.485618
NA,N.2017.148,148,NAM-78,2017,Nursery,N,2652.931817
NA,N.2017.149,149,NAM-57,2017,Nursery,N,3376.385273
NA,N.2017.150,150,NAM-56,2017,Nursery,N,2543.660201
NA,N.2017.151,151,NAM-13,2017,Nursery,N,2833.526039
NA,N.2017.152,152,NAM-28,2017,Nursery,N,2243.56697
NA,N.2017.153,153,NAM-73,2017,Nursery,N,2579.186933
NA,N.2017.154,154,NAM-14,2017,Nursery,N,2822.760363
NA,N.2017.155,155,NAM-79,2017,Nursery,N,1312.335958
NA,N.2017.156,156,NAM-85,2017,Nursery,N,3012.774552
NA,N.2017.157,157,NAM-51,2017,Nursery,N,1439.101798
NA,N.2017.158,158,NAM-0,2017,Nursery,N,2471.530169
NA,N.2017.201,201,NAM-45,2017,Nursery,N,923.9641804
NA,N.2017.202,202,NAM-53,2017,Nursery,N,2404.513833
NA,N.2017.203,203,NAM-36,2017,Nursery,N,815.2308484
NA,N.2017.204,204,NAM-26,2017,Nursery,N,2543.929343
NA,N.2017.205,205,NAM-51,2017,Nursery,N,1174.266158
NA,N.2017.206,206,NAM-50,2017,Nursery,N,1343.018136
NA,N.2017.207,207,NAM-68,2017,Nursery,N,2174.128357
NA,N.2017.208,208,NAM-5,2017,Nursery,N,1986.267303
NA,N.2017.209,209,NAM-40,2017,Nursery,N,3572.320585
NA,N.2017.210,210,NAM-79,2017,Nursery,N,1123.93662
NA,N.2017.211,211,NAM-39,2017,Nursery,N,2227.418455
NA,N.2017.212,212,NAM-37,2017,Nursery,N,2958.946169
NA,N.2017.213,213,NAM-9,2017,Nursery,N,2099.576048
NA,N.2017.214,214,NAM-12,2017,Nursery,N,2697.609374
NA,N.2017.215,215,NAM-76,2017,Nursery,N,3060.41267
NA,N.2017.216,216,NAM-13,2017,Nursery,N,2953.025047
NA,N.2017.217,217,NAM-48,2017,Nursery,N,2802.574719
NA,N.2017.218,218,NAM-1,2017,Nursery,N,2727.753268
NA,N.2017.219,219,NAM-38,2017,Nursery,N,2339.38149
NA,N.2017.220,220,NAM-33,2017,Nursery,N,2553.887593
NA,N.2017.221,221,NAM-47,2017,Nursery,N,2118.685123
NA,N.2017.222,222,NAM-23,2017,Nursery,N,2765.702277
NA,N.2017.223,223,NAM-10,2017,Nursery,N,3137.656398
NA,N.2017.224,224,NAM-56,2017,Nursery,N,3096.477686
NA,N.2017.225,225,NAM-25,2017,Nursery,N,2120.030833
NA,N.2017.226,226,NAM-75,2017,Nursery,N,3247.466298
NA,N.2017.227,227,NAM-8,2017,Nursery,N,2428.736605
NA,N.2017.228,228,NAM-31,2017,Nursery,N,2639.743863
NA,N.2017.229,229,NAM-17,2017,Nursery,N,2064.587599
NA,N.2017.230,230,NAM-86,2017,Nursery,N,1296.456585
NA,N.2017.231,231,NAM-57,2017,Nursery,N,3611.615304
NA,N.2017.232,232,NAM-30,2017,Nursery,N,2579.456075
NA,N.2017.233,233,NAM-88,2017,Nursery,N,2724.523565
NA,N.2017.234,234,NAM-78,2017,Nursery,N,3151.92092
NA,N.2017.235,235,NAM-71,2017,Nursery,N,1260.660711
NA,N.2017.236,236,NAM-72,2017,Nursery,N,3276.802766
NA,N.2017.237,237,NAM-14,2017,Nursery,N,3233.740061
NA,N.2017.238,238,NAM-87,2017,Nursery,N,3406.260026
NA,N.2017.239,239,AC-Excel,2017,Nursery,N,2909.962342
NA,N.2017.240,240,NAM-0,2017,Nursery,N,2669.080331
NA,N.2017.241,241,NAM-43,2017,Nursery,N,855.871277
NA,N.2017.242,242,NAM-83,2017,Nursery,N,1577.44074
NA,N.2017.243,243,Quantum,2017,Nursery,N,2668.003764
NA,N.2017.244,244,NAM-46,2017,Nursery,N,2638.398153
NA,N.2017.245,245,NAM-66,2017,Nursery,N,1351.361535
NA,N.2017.246,246,NAM-32,2017,Nursery,N,2250.833802
NA,N.2017.247,247,NAM-42,2017,Nursery,N,2763.818284
NA,N.2017.248,248,NAM-4,2017,Nursery,N,2322.42555
NA,N.2017.249,249,NAM-28,2017,Nursery,N,2549.850465
NA,N.2017.250,250,NAM-85,2017,Nursery,N,2623.595348
NA,N.2017.251,251,NAM-82,2017,Nursery,N,2430.082314
NA,N.2017.252,252,NAM-15,2017,Nursery,N,2977.786103
NA,N.2017.253,253,NAM-73,2017,Nursery,N,2476.643865
NA,N.2017.254,254,NAM-65,2017,Nursery,N,2793.693036
NA,N.2017.255,255,NAM-49,2017,Nursery,N,2873.0899
NA,N.2017.256,256,Option-501,2017,Nursery,N,3095.131976
NA,N.2017.257,257,NAM-29,2017,Nursery,N,1082.757908
NA,N.2017.258,258,NAM-34,2017,Nursery,N,931.5001539
NA,N.2017.301,301,NAM-75,2017,Nursery,N,2375.715648
NA,N.2017.302,302,NAM-45,2017,Nursery,N,1242.897345
NA,N.2017.303,303,NAM-39,2017,Nursery,N,2019.371758
NA,N.2017.304,304,NAM-68,2017,Nursery,N,2270.481161
NA,N.2017.305,305,NAM-32,2017,Nursery,N,2559.00129
NA,N.2017.306,306,NAM-1,2017,Nursery,N,3130.389567
NA,N.2017.307,307,NAM-8,2017,Nursery,N,2595.60459
NA,N.2017.308,308,NAM-36,2017,Nursery,N,905.9316724
NA,N.2017.309,309,NAM-38,2017,Nursery,N,2738.518944
NA,N.2017.310,310,Option-501,2017,Nursery,N,2415.010367
NA,N.2017.311,311,NAM-13,2017,Nursery,N,3481.888903
NA,N.2017.312,312,NAM-46,2017,Nursery,N,2222.304759
NA,N.2017.313,313,NAM-65,2017,Nursery,N,3253.118278
NA,N.2017.314,314,NAM-43,2017,Nursery,N,1468.438266
NA,N.2017.315,315,NAM-28,2017,Nursery,N,2392.133305
NA,N.2017.316,316,Quantum,2017,Nursery,N,3151.382636
NA,N.2017.317,317,NAM-85,2017,Nursery,N,2838.908877
NA,N.2017.318,318,NAM-78,2017,Nursery,N,2362.796837
NA,N.2017.319,319,NAM-73,2017,Nursery,N,2402.091556
NA,N.2017.320,320,NAM-72,2017,Nursery,N,3138.194682
NA,N.2017.321,321,NAM-48,2017,Nursery,N,2534.778518
NA,N.2017.322,322,NAM-10,2017,Nursery,N,3780.367282
NA,N.2017.323,323,NAM-51,2017,Nursery,N,866.9060953
NA,N.2017.324,324,NAM-53,2017,Nursery,N,2795.307888
NA,N.2017.325,325,NAM-76,2017,Nursery,N,3255.540555
NA,N.2017.326,326,NAM-37,2017,Nursery,N,2866.361352
NA,N.2017.327,327,NAM-5,2017,Nursery,N,2118.14684
NA,N.2017.328,328,NAM-34,2017,Nursery,N,731.796856
NA,N.2017.329,329,NAM-0,2017,Nursery,N,2503.827198
NA,N.2017.330,330,NAM-66,2017,Nursery,N,905.6625305
NA,N.2017.331,331,NAM-79,2017,Nursery,N,1350.284967
NA,N.2017.332,332,NAM-31,2017,Nursery,N,2555.771587
NA,N.2017.333,333,NAM-30,2017,Nursery,N,2474.49073
NA,N.2017.334,334,NAM-15,2017,Nursery,N,3055.837257
NA,N.2017.335,335,AC-Excel,2017,Nursery,N,2704.337922
NA,N.2017.336,336,NAM-9,2017,Nursery,N,1905.793872
NA,N.2017.337,337,NAM-57,2017,Nursery,N,3516.877351
NA,N.2017.338,338,NAM-86,2017,Nursery,N,1735.427042
NA,N.2017.339,339,NAM-29,2017,Nursery,N,1014.126721
NA,N.2017.340,340,NAM-33,2017,Nursery,N,2643.780992
NA,N.2017.341,341,NAM-4,2017,Nursery,N,2120.299975
NA,N.2017.342,342,NAM-71,2017,Nursery,N,642.4417415
NA,N.2017.343,343,NAM-40,2017,Nursery,N,3301.025538
NA,N.2017.344,344,NAM-25,2017,Nursery,N,2336.420929
NA,N.2017.345,345,NAM-82,2017,Nursery,N,2167.399809
NA,N.2017.346,346,NAM-42,2017,Nursery,N,2815.224389
NA,N.2017.347,347,NAM-83,2017,Nursery,N,1720.893379
NA,N.2017.348,348,NAM-14,2017,Nursery,N,2820.338085
NA,N.2017.349,349,NAM-26,2017,Nursery,N,2280.977696
NA,N.2017.350,350,NAM-87,2017,Nursery,N,3238.315473
NA,N.2017.351,351,NAM-88,2017,Nursery,N,2862.324223
NA,N.2017.352,352,NAM-50,2017,Nursery,N,1656.837604
NA,N.2017.353,353,NAM-17,2017,Nursery,N,2320.810698
NA,N.2017.354,354,NAM-47,2017,Nursery,N,3036.189898
NA,N.2017.355,355,NAM-49,2017,Nursery,N,2610.945679
NA,N.2017.356,356,NAM-56,2017,Nursery,N,3239.392041
NA,N.2017.357,357,NAM-12,2017,Nursery,N,2701.377361
NA,N.2017.358,358,NAM-23,2017,Nursery,N,3025.693363
NA,N.2017.401,401,NAM-8,2017,Nursery,N,2005.107237
NA,N.2017.402,402,NAM-14,2017,Nursery,N,2524.820267
NA,N.2017.403,403,NAM-37,2017,Nursery,N,2538.815646
NA,N.2017.404,404,NAM-85,2017,Nursery,N,2905.386929
NA,N.2017.405,405,NAM-86,2017,Nursery,N,1539.760873
NA,N.2017.406,406,NAM-66,2017,Nursery,N,1434.257244
NA,N.2017.407,407,NAM-71,2017,Nursery,N,859.6392637
NA,N.2017.408,408,NAM-4,2017,Nursery,N,2662.620925
NA,N.2017.409,409,NAM-38,2017,Nursery,N,2349.878025
NA,N.2017.410,410,NAM-30,2017,Nursery,N,2235.223571
NA,N.2017.411,411,Quantum,2017,Nursery,N,3109.127356
NA,N.2017.412,412,NAM-5,2017,Nursery,N,2123.529678
NA,N.2017.413,413,NAM-48,2017,Nursery,N,3352.162501
NA,N.2017.414,414,NAM-68,2017,Nursery,N,2002.146676
NA,N.2017.415,415,NAM-83,2017,Nursery,N,1570.443051
NA,N.2017.416,416,NAM-33,2017,Nursery,N,2410.973239
NA,N.2017.417,417,NAM-53,2017,Nursery,N,2258.369775
NA,N.2017.418,418,NAM-78,2017,Nursery,N,2417.432645
NA,N.2017.419,419,NAM-75,2017,Nursery,N,3081.674881
NA,N.2017.420,420,NAM-76,2017,Nursery,N,2700.300793
NA,N.2017.421,421,NAM-82,2017,Nursery,N,1890.452783
NA,N.2017.422,422,NAM-51,2017,Nursery,N,1053.42144
NA,N.2017.423,423,NAM-49,2017,Nursery,N,2344.764329
NA,N.2017.424,424,NAM-73,2017,Nursery,N,3416.218276
NA,N.2017.425,425,Option-501,2017,Nursery,N,3289.721578
NA,N.2017.426,426,NAM-0,2017,Nursery,N,2619.289078
NA,N.2017.427,427,NAM-12,2017,Nursery,N,2692.764819
NA,N.2017.428,428,NAM-10,2017,Nursery,N,3189.062503
NA,N.2017.429,429,AC-Excel,2017,Nursery,N,2478.527858
NA,N.2017.430,430,NAM-36,2017,Nursery,N,700.3072524
NA,N.2017.431,431,NAM-40,2017,Nursery,N,4051.662328
NA,N.2017.432,432,NAM-43,2017,Nursery,N,1665.719287
NA,N.2017.433,433,NAM-39,2017,Nursery,N,2258.908059
NA,N.2017.434,434,NAM-13,2017,Nursery,N,3211.939566
NA,N.2017.435,435,NAM-56,2017,Nursery,N,3240.468608
NA,N.2017.436,436,NAM-17,2017,Nursery,N,2217.729347
NA,N.2017.437,437,NAM-28,2017,Nursery,N,2299.548488
NA,N.2017.438,438,NAM-65,2017,Nursery,N,3223.243526
NA,N.2017.439,439,NAM-47,2017,Nursery,N,3126.083296
NA,N.2017.440,440,NAM-45,2017,Nursery,N,1428.605264
NA,N.2017.441,441,NAM-57,2017,Nursery,N,128.3806915
NA,N.2017.442,442,NAM-15,2017,Nursery,N,1880.763674
NA,N.2017.443,443,NAM-32,2017,Nursery,N,1975.232485
NA,N.2017.444,444,NAM-25,2017,Nursery,N,2104.420602
NA,N.2017.445,445,NAM-79,2017,Nursery,N,1215.714012
NA,N.2017.446,446,NAM-42,2017,Nursery,N,3165.916299
NA,N.2017.447,447,NAM-34,2017,Nursery,N,955.1846421
NA,N.2017.448,448,NAM-9,2017,Nursery,N,1973.348491
NA,N.2017.449,449,NAM-23,2017,Nursery,N,1837.700968
NA,N.2017.450,450,NAM-72,2017,Nursery,N,2811.725544
NA,N.2017.451,451,NAM-1,2017,Nursery,N,3106.166795
NA,N.2017.452,452,NAM-46,2017,Nursery,N,2479.066142
NA,N.2017.453,453,NAM-29,2017,Nursery,N,904.8551048
NA,N.2017.454,454,NAM-26,2017,Nursery,N,2620.365645
NA,N.2017.455,455,NAM-87,2017,Nursery,N,3157.5729
NA,N.2017.456,456,NAM-88,2017,Nursery,N,2389.172744
NA,N.2017.457,457,NAM-50,2017,Nursery,N,1025.699823
NA,N.2017.458,458,NAM-31,2017,Nursery,N,2050.59222
NA,O1.2015.101,101,NAM-82,2015,Outlook Dryland,O1,1847.532895
NA,O1.2015.102,102,NAM-56,2015,Outlook Dryland,O1,3283.059211
NA,O1.2015.103,103,NAM-73,2015,Outlook Dryland,O1,3073.684211
NA,O1.2015.104,104,NAM-45,2015,Outlook Dryland,O1,1078.618421
NA,O1.2015.105,105,NAM-28,2015,Outlook Dryland,O1,2398.190789
NA,O1.2015.106,106,NAM-78,2015,Outlook Dryland,O1,2583.717105
NA,O1.2015.107,107,NAM-13,2015,Outlook Dryland,O1,2296.710526
NA,O1.2015.108,108,Q2,2015,Outlook Dryland,O1,3044.078947
NA,O1.2015.109,109,NAM-40,2015,Outlook Dryland,O1,3518.256579
NA,O1.2015.110,110,NAM-17,2015,Outlook Dryland,O1,1779.605263
NA,O1.2015.111,111,NAM-32,2015,Outlook Dryland,O1,2488.651316
NA,O1.2015.112,112,NAM-65,2015,Outlook Dryland,O1,3165.296053
NA,O1.2015.113,113,NAM-42,2015,Outlook Dryland,O1,2945.230263
NA,O1.2015.114,114,NAM-0,2015,Outlook Dryland,O1,3171.052632
NA,O1.2015.115,115,NAM-33,2015,Outlook Dryland,O1,2509.539474
NA,O1.2015.116,116,NAM-86,2015,Outlook Dryland,O1,415.9539474
NA,O1.2015.117,117,NAM-38,2015,Outlook Dryland,O1,2517.763158
NA,O1.2015.118,118,NAM-5,2015,Outlook Dryland,O1,1741.447368
NA,O1.2015.119,119,NAM-34,2015,Outlook Dryland,O1,917.2697368
NA,O1.2015.120,120,NAM-68,2015,Outlook Dryland,O1,1265.953947
NA,O1.2015.121,121,NAM-47,2015,Outlook Dryland,O1,1741.940789
NA,O1.2015.122,122,NAM-14,2015,Outlook Dryland,O1,2660.032895
NA,O1.2015.123,123,NAM-46,2015,Outlook Dryland,O1,1901.973684
NA,O1.2015.124,124,NAM-26,2015,Outlook Dryland,O1,2351.809211
NA,O1.2015.125,125,NAM-10,2015,Outlook Dryland,O1,2473.355263
