"","SiteYearLine","Site","Year","CanolaLine","Week","SampleID","SiteYear","s2","s","s.std","s.rev","Yield","yield.std","importance1","importance2","importance3"
"179","L.2017.NAM-13","L",2017,"NAM-13",9,"L.2017.NAM-13.09.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"180","L.2017.NAM-13","L",2017,"NAM-13",10,"L.2017.NAM-13.10.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"181","L.2017.NAM-14","L",2017,"NAM-14",3,"L.2017.NAM-14.03.R","L.2017",4235.05782224795,65.0773218736601,0.796490945182385,745.898609937583,2670.09333333333,0.541422582327059,0.226130615589504,0.306255582716245,0.240771707018706
"182","L.2017.NAM-14","L",2017,"NAM-14",6,"L.2017.NAM-14.06.R","L.2017",4235.05782224795,65.0773218736601,0.796490945182385,745.898609937583,2670.09333333333,0.541422582327059,0.226130615589504,0.306255582716245,0.240771707018706
"183","L.2017.NAM-14","L",2017,"NAM-14",9,"L.2017.NAM-14.09.R","L.2017",4235.05782224795,65.0773218736601,0.796490945182385,745.898609937583,2670.09333333333,0.541422582327059,0.226130615589504,0.306255582716245,0.240771707018706
"184","L.2017.NAM-17","L",2017,"NAM-17",1,"L.2017.NAM-17.01.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"185","L.2017.NAM-17","L",2017,"NAM-17",2,"L.2017.NAM-17.02.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"186","L.2017.NAM-17","L",2017,"NAM-17",3,"L.2017.NAM-17.03.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"187","L.2017.NAM-17","L",2017,"NAM-17",4,"L.2017.NAM-17.04.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"188","L.2017.NAM-17","L",2017,"NAM-17",5,"L.2017.NAM-17.05.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"189","L.2017.NAM-17","L",2017,"NAM-17",6,"L.2017.NAM-17.06.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"190","L.2017.NAM-17","L",2017,"NAM-17",7,"L.2017.NAM-17.07.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"191","L.2017.NAM-17","L",2017,"NAM-17",8,"L.2017.NAM-17.08.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"192","L.2017.NAM-17","L",2017,"NAM-17",9,"L.2017.NAM-17.09.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"193","L.2017.NAM-17","L",2017,"NAM-17",10,"L.2017.NAM-17.10.R","L.2017",6100.00463767259,78.1025264487174,0.76481616487674,732.873405362526,2329.62333333333,0.39003993371597,0.116491657876552,0.193947033226214,0.14308844544837
"194","L.2017.NAM-23","L",2017,"NAM-23",3,"L.2017.NAM-23.03.R","L.2017",4384.02290182511,66.2119543724931,0.793731738221674,744.76397743875,2853.28333333333,0.622874068211469,0.253776446156145,0.30766415220156,0.252237757025825
"195","L.2017.NAM-23","L",2017,"NAM-23",6,"L.2017.NAM-23.06.R","L.2017",4384.02290182511,66.2119543724931,0.793731738221674,744.76397743875,2853.28333333333,0.622874068211469,0.253776446156145,0.30766415220156,0.252237757025825
